education,expersion,fuli,highSalary,lowSalary,name,place,yaoqiu
本科,3-5年,五险一金补充医疗保险定期体检年终奖股票期权带薪年假员工旅游交通补助人文关怀五险一金补充医疗保险定期体检年终奖股票期权带薪年假员工旅游交通补助人文关怀豪华补充医疗交通补助地铁周边移动互联网股票期权扁平管理,30,50K,算法研究员,北京,1.负责看准网推荐系统算法的研发、创新和优化2.参与用户建模和数据挖掘，开发个性化推荐算法要求：1.扎实的推荐算法/机器学习/数据挖掘/NLP理论和技术基础，有2年以上相关经验。2.熟练掌握协同过滤、矩阵分解、FM等推荐算法3.扎实的机器学习基础，有相关研究或工程经验4.熟悉Hadoop、Spark之一5.优秀的逻辑思维和独立思考能力6.优秀的学习能力，分析和解决问题的能力7.对技术和工作充满热情8.具备良好的沟通能力和团队合作精神符合以下条件优先：1、良好的英文技术文献阅读和理解能力。2、大型互联网公司推荐系统或搜索引擎或广告系统开发经验。3、熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息等机制。4、思路清晰，主动性强，有很强的自我驱动力。公司发展迅速，已完成C轮融资 一个能让你拿着满意薪水又能快速成长的地方
博士,3-5年,五险一金补充医疗保险定期体检全勤奖年终奖股票期权带薪年假员工旅游免费班车餐补交通补助包吃节日福利零食下午茶五险一金补充医疗保险定期体检全勤奖年终奖股票期权带薪年假员工旅游免费班车餐补交通补助包吃节日福利零食下午茶,50,80K,算法研究员,北京,"1. 参与构建以客户为核心的人货场基础标签体系，负责特定需求的算法解决方案。2、负责针对业务问题场景，设计和实现具体应用的模型/策略/算法，改进业务。3、深度研究文本、图片、视频等多种内容数据的语义理解的算法和技术进行特征提取，持续优化算法的效果和性能。1、计算机，数学，统计学，物理专业硕士以上，学历高者优先，发表过相关领域高品质论文者优先第一或第二作者优先；2，具有2年以上文本挖掘，机器学习，推荐算法，模式识别等算法相关工作经验；3，深入了解机器学习算法，如GBDT，RF，XGBOOST，DNN，CNN，LSTM，RL等中的一部分或全部，有实际工业应用者优先；4、熟悉主流开源框架,如sklearn/spark mllib/tensorflow/deeplearning4j等，丰富的机器学习、图像识别、自然语言处理等相关经验；5、至少精通Java、Scala、Python其中一种开发语言，熟悉Tensorflow/Keras/spark的开发部署者优先；6、很强的逻辑分析、问题定位、数学推理能力，以及求知欲和快速学习能力"
硕士,5-10年,五险一金年终奖带薪年假节日福利五险一金年终奖带薪年假节日福利,20,30K,算法研究员,北京,1.负责GNSS RTK算法研究、软件实现以及设计文档编写。2.开发GNSS 高精度定位产品，GNSS轨道和钟差产品，GNSS电离模型。3.负责高精度定位前言技术调研、方案策划、算法设计和精度分析。1．5年以上GNSS相关研发经验；2．精通RTK差分定位原理，周跳探测与修复算法，LAMBDA算法，卡尔曼滤波/扩展卡尔曼滤波算法；3．熟悉GPS、BDS、Galileo、GLONASS卫星导航系统的信号体制，熟悉卫星导航系统构成等知识；4．有良好的数学基础，扎实的C/C++、matlab编程功底；
本科,3-5年,五险一金补充医疗保险定期体检加班补助年终奖股票期权带薪年假员工旅游餐补交通补助节日福利住房补贴五险五险一金补充医疗保险定期体检加班补助年终奖股票期权带薪年假员工旅游餐补交通补助节日福利住房补贴五险扁平管理领导nice移动互联网公司氛围好地铁周边,20,40K,算法研究员（安全中心）,北京,"基于数据分析和业务经验，深入挖掘业务特征，参与数据分析、特征工程、模型训练、模型评估和模型应用整个阶段。1. 熟悉常用的机器学习算法；2. 熟练使用Mysql,Hive等；3. 编程基础扎实，熟悉算法和数据结构，熟练掌握至少一种开发语言，如Python、Java等；4. 掌握常见的NLP算法，如文本分类、文本匹配、序列标注等；5. 有反欺诈项目经验、知识图谱实践经验优先；6. 具备清晰的逻辑思维能力，敏锐的洞察力，良好的解决问题和团队协调能力；7. 本科以上学历，1年以上工作经验优先。"
硕士,1-3年,五险一金定期体检加班补助年终奖股票期权带薪年假餐补五险一金定期体检加班补助年终奖股票期权带薪年假餐补股票期权带薪年假扁平管理领导nice移动互联网公司氛围好智能硬件人工智能,25,50K,计算机视觉算法研究员,北京,负责视觉导航技术中，基于3D摄像头、IMU等传感器的SLAM算法的研发1. 模式识别/通信/计算机/电子/数学相关专业硕士以上学历2、精通Matlab/C/C++，熟悉数字图像处理和图形常用算法原理3. 熟悉视觉SLAM算法，熟悉视觉传感器和IMU传感器的标定，熟悉基于EKF的组合导航算法4. 有PTAM、LSD-SLAM、ORB-SLAM等SLAM开发经验优先；5. 具备良好的学习能力，能够熟练阅读英文文献，并根据文献快速实现相关算法6、有相关项目经验优先Pico 小鸟看看科技成立于2015年，是一家专注于虚拟现实（VR）、增强现实（AR）、TOF技术 三个领域的科技公司。团队持续致力于VR/AR/TOF技术软硬件研发、内容及应用打造，平台入口建设，依托VR+AR+TOF的技术和产品布局，未来Pico将成为AI视觉的入口级公司
硕士,1-3年,五险一金补充医疗保险定期体检加班补助年终奖股票期权带薪年假餐补节日福利五险一金补充医疗保险定期体检加班补助年终奖股票期权带薪年假餐补节日福利,30,50K,商业搜索-广告算法研究员,北京,"项目介绍：搜索部门作为搜狗商业的核心部门，拥有业内优秀的产品、技术团队，能够给你足够的成长空间，让你学习到更多的业内知识，创造出值得炫耀的PC搜索商业产品。 搜狗PC搜索收入在保持持续增长，流量与品牌渗透率均位居行业前列。在激烈的环境下，我们将继续努力，不断创新，扩大对行业、客户的影响力，保持搜狗商业收入持续增长。 轻松务实的团队氛围，自由的工作环境，完善的培训体系，和聪明人一起工作，丰富多彩的俱乐部活动，能给优秀的你更大的舞台。  如果你正在追梦的路上，就来搜狗商业搜索吧！1、负责搜狗无线广告投放系统的变现能力提升及收入稳定性保障2、主要方向：无线搜索广告技术研发，包括广告检索、排序、CTR预估模型研究等3、将业界前言技术（深度学习等）应用于线上系统，提升收益1.计算机或相关专业硕士以上学历，工作一年以上2.熟悉大规模数据挖掘、机器学习、自然语言处理、点击率预估中一项或多项技术,并具备实际工作经验3.熟练掌握C++，熟悉python、php、shell中任意一门脚本语言"
硕士,3-5年,五险一金补充医疗保险定期体检五险一金补充医疗保险定期体检,30,60K,算法研究员,北京,1.阿里优酷视频认知实验室视频理解方向，有海量视频标签化、字幕ocr，声音识别，支持视频创作及搜索，推荐等应用。2.跟踪并引入最新的视觉，语音，视频算法，包括但不限于图像分类、目标检测、图像语义、视频分类、行为检测等，完成相关算法研发和迭代。3.亿级别的海量图像和视频数据，丰富的GPU计算资源支持。1. 计算机视觉、机器学习、深度学习和相关领域的硕士及以上学位。博士优先。2. 对深度学习理论有深刻理解，对卷积神经网络有良好的理论和实操经验； 熟悉至少一个主流的深度学习工具，如Tensorflow/Caffe/Pytorch等。3. 熟练运用C/C++、java或python，能够运用OpenCV实现常用的视觉算法模块。4.有良好的学习能力，优秀的沟通能力和极强的责任心。能够不断更新知识体系，勇于拥抱变化。5. 两年以上工作经验，在以下领域之一有实际项目经验积累：使用深度学习解决图像中的目标检测和识别、图像分类、区域分割、字符识别、图像检索、图像内容理解、视频分类、行为检测等。6. 对于如何优化网络结构、如何减少内存使用、如何大幅降低运行时间等有经验者优先。有视频质量相关经验者优先。
本科,1-3年,五险一金补充医疗保险定期体检加班补助年终奖股票期权带薪年假员工旅游餐补交通补助节日福利住房补贴五险五险一金补充医疗保险定期体检加班补助年终奖股票期权带薪年假员工旅游餐补交通补助节日福利住房补贴五险领导nice扁平管理带薪年假公司氛围好移动互联网地铁周边,25,35K,算法研究员,北京,"1. 分析挖掘看准网点评/面经等无结构数据，以便构建人力资源行业专有语义及语法规则库2. 研究设计表征学习(Representative Learning)算法，帮助我们从海量稀疏数据中提取高质量特征3. 参与看准用户画像及动态行为建模，协助我们改进现有推荐算法及搜索算法1. 理工类本科及以上学历，统计学/模式识别/自然语言处理等相关专业硕士优先2. 深入理解决策树/LR/SVM/NN/GMM/流形学习等机器学习算法原理，对数据预处理，模型评估，调参有丰富实践3. 有推荐，广告，搜索等相关工作经验加分需求:1. 扎实的数学背景，包括但不限于凸优化，概率论及统计学2. 了解深度学习及表征学习前沿方向，有NLP实际经验3. 熟悉Tensorflow, Keras, PyTorch, sklearn, Theano等框架的至少一种技能要求:1. 熟悉python, R, Julia, C++等计算机语言中的至少一种2. 良好的交流与写作能力，优秀的英语阅读能力3. 良好的问题分析能力，富有好奇心和挑战精神。其他优势：我们团队大多是985, 211学校毕业的硕士或海外留学生，非常欢迎热爱机器学习的您加入我们。我们每周至少做一次机器学习基础理论或前沿技术的分享，因为我们享受一起学习成长带来的快乐！期待您的到来！中国的“公司大众点评网”看准网，带领1.2亿职场人逆袭我们开发的APP【BOSS直聘】你正在用看准网：进对门，Boss直聘：跟对人公司麻烦少，赚钱多，风气正高薪酬高期权，每轮融资业绩牛逼的员工有套现权"
本科,3-5年,五险一金补充医疗保险年终奖股票期权带薪年假餐补交通补助节日福利零食下午茶五险一金补充医疗保险年终奖股票期权带薪年假餐补交通补助节日福利零食下午茶,30,60K,推荐算法工程师（算法研究员）,北京,1.  负责短视频业务算法工作，共同搭建业界领先的推荐系统2.  深入理解业务和机器学习技术、优化模型和策略，持续提升推荐效果3.   深入理解用户行为，结合数据挖掘技术，优化用户观看体验1.  优秀的编码能力和扎实的算法功底2.  对技术有热情，良好的沟通表达能力和团队精神3.  良好的逻辑思维能力，对数据敏感，能否发现关键数据和抓住核心问题4.  熟悉大规模数据挖掘、机器学习、分布式计算等相关技术，对推荐系统、计算广告、搜索引擎相关领域有经验者优先
本科,1年以内,,70,100K·13薪,算法研究员,北京,1、负责推荐系统核心算法研发，对直播或短视频推荐/检索等方向的策略优化提供先进、适用的解决方案（模型）。2、结合业务需求，参与用户建模和挖掘，提升个性化推荐的效果，通过技术驱动业务发展。3、深入研究业内领先的技术思路，结合业务平台的数据，输出具有创新价值的预研项目可行性分析报告及相关实验数据。1、扎实的推荐算法/机器学习/数据挖掘/NLP理论和技术基础。2、熟悉C/C++、JAVA、python等开发语言，有常用开源框架使用经验。3、熟练掌握Linux平台开发和常用数据库（MySql）。4、良好的逻辑思维能力，能够从海量数据中发现有价值的规律。良好的团队合作和沟通能力。
硕士,1-3年,五险一金年终奖股票期权员工旅游五险一金年终奖股票期权员工旅游地铁周边带薪年假公司氛围好扁平管理,15,25K,算法研究员,北京,1、调研各种基础和前沿机器学习算法，构建算法库和算法平台;2、针对公司的业务数据和不同业务场景研究、设计、实现相应的ML/DL/NLP算法;3、算法模块的代码移植，优化，维护与测试;4、编写相关的开发文档；5、按时完成上级领导交办的其他任务。1、硕士及以上学历，机器学习/计算机视觉/模式识别等相关专业，对人工智能有较全面的理解，熟悉主流的ML/DL/NLP算法。2、熟练使用C/C++/Go/Python/java等至少一门语言，熟练使用数据结构，有较强的算法设计和实现能力，有完整的算法调研->建模->数据预处理->实验->评价->上线项目实践经验：3、在算法竞赛，机器学习比赛中有所斩获的同学优先考虑4、较强的攻关能力，能够跟进领域内最新技术研究成果，并结合应用场景快速实验和调优5、有良好的沟通能力，强烈的上进心和求知欲，产品问题驱动导向。澎思科技专注于计算机视觉和物联网技术，提供行业综合应用解决方案的人工智能公司。以基于深度学习的计算机视觉技术为突破口，深耕安防等垂直行业，针对用户需求深挖场景，重视应用落地，为平安城市、智能交通、智慧小区和安检分析等领域提供优秀的视觉AI+IOT全产业链的软件和硬件产品、解决方案与技术服务。
本科,3-5年,五险一金补充医疗保险定期体检加班补助年终奖股票期权带薪年假员工旅游餐补交通补助节日福利住房补贴五险五险一金补充医疗保险定期体检加班补助年终奖股票期权带薪年假员工旅游餐补交通补助节日福利住房补贴五险带薪年假年度旅游扁平管理地铁周边领导nice公司氛围好移动互联网股票期权,15,30K,推荐算法研究员,北京,"1.Boss直聘APP线上服务主要目标是：给招聘者，求职者匹配最合适的候选人，匹配主要是通过推荐服务完成的。2.因此本岗位负责：行业特有的招聘求职双向个性化推荐系统的研究3.具体来说：基于简历数据，用户行为数据，聊天反馈数据，运用统计学,概率论,机器学习,NLP,运筹学等理论，应用python,java,shell,sql等工具，各种开源框架或者自研平台，生产对于双方匹配有价值的特征，样本，算法，策略。4.目标是提升转化率、配对pair数、求职招聘双方的NPS(满意度)1.计算机、数学、物理等相关专业统招硕士及以上学历2.具备扎实的数学功底和良好的数据洞察能力，逻辑思维能力强，具备论文研究能力。3.有过机器学习和建模经验，做过特征工程者优先4.熟悉常用的机器学习算法，如LR,GBDT,Random Forest,w2v,svm等5.熟练掌握sql,python,shell,java中的一到两种语言其他优势：1.团队大多为985,211学校毕业的硕士，博士，有从业多年的大牛，有活力满满的应届毕业生，愿意培养新人2.每周一到两次机器学习，深度学习 理论课，确保团队成员的成长3.公司有健身房，食堂正在筹备中，员工福利好，工作氛围轻松产品【kanzhun.com 】“公司大众点评网”，国内最大企业画像数据库产品【Boss直聘】，基于移动和机器学习的新招聘平台产品【店长直聘】，城市服务业第一直聘App有竞争力的工资。尊重技术产品的公司。证明单一领域机器比人牛逼已过时，让机器帮人干点正事。"
