education,expersion,fuli,highSalary,lowSalary,name,place,yaoqiu
大专,1-3年,五险一金补充医疗保险定期体检加班补助带薪年假免费班车节日福利五险一金补充医疗保险定期体检加班补助带薪年假免费班车节日福利,8,13K,ETL工程师,北京,"1）  熟练使用Oracle,DB2等关系型数据库,有数据库开发经验，有报表开发经验，对数据敏感；2）  熟练使用Informatica,kettle等ETL工具；3）  从事相关行业开发工作2年以上；4）  具备一定的沟通能力，能够有效衔接业务与开发的相关工作；5）  主动性强，愿意在压力下工作，能独立工作，有责任心。"
本科,1-3年,五险一金定期体检加班补助年终奖带薪年假员工旅游免费班车餐补交通补助节日福利五险一金定期体检加班补助年终奖带薪年假员工旅游免费班车餐补交通补助节日福利,10,15K,ETL工程师,北京,"1、利用ETL工具和数据库语言实现ETL过程和BI前端展现；1、本科及以上学历，计算机、信息技术、数学及相关专业优先；2、有较强的责任心、良好的心理素质、团队协作和沟通能力，主动性强、有敬业精神，勇于面对困难和接受挑战；3、有良好的自学、思考、创新能力，能够在压力和逆境下完成给定任务，服从公司安排，能适应出差；BI数据分析方向：1、有数据仓库或统计分析类项目开发经验或较深的理论知识；2、熟悉Cognos、Webfocus、ireport等数据分析报表开发工具和技术；3、熟悉Linux/Unix服务器，并了解一些基本的操作命令；4、至少熟悉Informix/Oracle/SQL Server等数据库中的一种,并在此基础上有过ETL程序或存储过程的开发。"
本科,3-5年,,10,15K,ETL工程师（中信）,北京,"1、全日制本科以上学历，计算机相关专业毕业；15年以前毕业的2、使用ETL工具进行对数据进行清洗、转换、抽取、加载/3、三年及以上工作经验，有银行，保险，证券，电信等行业数据仓库或集市开发经验至少一种，行业经验丰富优先；3、熟练使用ORACLE ,Greenplum等数据库,熟练编写存储过程；4、有一定的SQL调优知识和经验，掌握ETL开发规范；5、熟练操作linux/unix服务器，熟悉shell编程，至少会一门以上脚本编程;偏大数据方向的不要"
本科,5-10年,带薪年假年度旅游美女多领导nice产品好带薪年假年度旅游美女多领导nice产品好带薪年假年度旅游美女多领导nice产品好,8,15K,etl工程师,北京,1) 负责数据整合调研，数据整合文档方案制定，方案汇报；2) 负责，数据分析，抽取，数据检查、核对及数据整合技术文档编写；3) 负责对实施提供的客户需求进行分析、根据需求编写数据报表、图表需要的sql脚本；4) 根据项目实施的需要，与第三方厂家进行沟通，确定数据集成的具体方案；1)扎实的数据库理论基础， 良好的团队合作、业务理解能力和沟通能力，具有良好的SQL优化经验；2)精通大型关系型数据库（oracle、sql server、mysql等），可编写复杂存储过程或者sql脚本，若同时熟悉其他小型关系型数据库（如 access）、有历史数据清洗经验优先；3)具有有ETL设计及开发经验优先；4)熟悉高校常用OA、收费系统、教务系统、总账系统、预算系统、科研系统、学工系统、资产系统等应用系统数据或业务者优先考虑康赛是电子科技大学校办企业，CEO是电子科技大学第一个计算机博士。我们正在做——重新定义中国教育信息化服务
本科,1-3年,,9,18K,ETL工程师,北京,数据开发工程师1. 至少两年以上实际工作经验2. 实施或参与开发过用友 T系列、U8、NC，或金蝶、浪潮等其它财务、生产制造等系统项目至少三个以上  3. 对用友各个系统底层数据逻辑清晰了解，有实际的数据开发工作经验4. 熟悉 SQL Server \ Oracle 精通 SQL 语句、存储过程、视图、索引，掌握基本的性能调优5. 熟悉或了解商业智能 BI、ETL、数据仓库优先6. 熟悉用友 ERP 等系列产品优先
本科,3-5年,股票期权带薪年假扁平管理移动互联网互联网金融公司氛围好股票期权带薪年假扁平管理移动互联网互联网金融公司氛围好股票期权带薪年假扁平管理移动互联网互联网金融公司氛围好,12,18K,ETL开发工程师,北京,"1. 海量数据的ETL开发，抽取成各种数据需求。2. 参与数据仓库架构的设计及开发 。3. 参与数据仓库ETL流程优化及解决ETL相关技术问题。4、熟悉主流数据库技术，如oracle、Sql server、PostgeSQL等。4、精通etl架构，有一定的etl开发经验，了解日常作业的部署和调度。5、会数据etl开发工具，如Datastage,Congos,Kettle等。1.计算机相关专业本科及以上，3年以上互联网行业运维经验2.熟悉MySQL、Redis、MongoDB等数据库体系结构和工作原理3.熟悉Linux/Unix操作系统，熟悉Shell脚本编程及常用Linux系统管理命令4.精通MySQL数据库分库分表策略、数据迁移方案，具备大型数据库高并发量设计经验，熟悉分布式架构设计5.熟悉MySQL常用高可用方案(Master-Slave，MMM、MHA)的使用，熟悉MaxSacle、MyCAT、TDDL中间件的使用6.工作态度认真负责，能承受一定的工作压力，具有良好的沟通能力和团队协作能力7.具有严谨认真的工作态度，对枯燥作业有耐心。"
本科,3-5年,,10,15K,etl工程师,北京,1、负责数据采集、梳理和需求调研等工作2、与数据分析师协同工作，解决数据分析业务需求3、持续改进优化ETL、分析处理、数据呈现等流程，协调海量数据压力问题；4、保证数据安全、稳定、可恢复；5、负责数据仓库的日常维护工作1.有过ETL开发相关工作经验，计算机或相关专业本科以上学历;2. 有良好的SQL基础，熟悉ORACLE、SQL SERVER数据库；3. 熟悉KETTLE，有KETTLE开发经验优先；4. 在用户行为日志采集、海量数据处理、业务理解方面有丰富经验者优先；5. 具备较强的沟通协调能力及业务分析能力；6. 学习能力及工作责任心强、具有团队协作精神、能适应较大工作压力；7.薪资面议
本科,1年以内,五险一金年终奖带薪年假员工旅游交通补助节日福利五险一金年终奖带薪年假员工旅游交通补助节日福利,8,13K,ETL工程师,北京,1. 专科以上学历，计算机、财务、供应链等ERP相关专业；2. 有软件实施工作经验，具备良好的沟通能力；3. 熟悉财务、供应链领域或一些行业知识经验者优先考虑；4. 工作积极主动，学习力强，具备良好的沟通协调和解决问题能力；5. 熟悉 Oracle，SQLSERVER等数据库SQL数据处理者优先，优先考虑具备大规模数据量操作经验人员；6. 具备较强的业务理解能力；
本科,3-5年,五险一金补充医疗保险定期体检年终奖股票期权带薪年假员工旅游餐补通讯补贴交通补助节日福利五险一金补充医疗保险定期体检年终奖股票期权带薪年假员工旅游餐补通讯补贴交通补助节日福利,10,15K,ETL开发工程师,北京,1.负责数据仓库ETL开发和优化、工作流调度设计、存储过程开发、自定义函数开发2.负责业务数据的处理，参与ETL的架构规划、总体设计；3.参与产品数据探查及获取数据，处理临时数据需求。1.教育背景：计算机相关专业本科及以上学历；2.3年以上ETL开发经验或DW/BI项目实施和开发经验；3.熟悉Linux系统，精通MySQL、oracle、等数据库；4.熟练Hadoop / Hive / Hbase等相关大数据技术；5.熟悉数据仓库建模理论、数据OLAP相关技术；6.性格踏实稳重，团队合作意识佳。
本科,3-5年,五险一金补充医疗保险定期体检加班补助年终奖股票期权带薪年假员工旅游免费班车餐补通讯补贴交通补助节日福利住房补贴五险一金补充医疗保险定期体检加班补助年终奖股票期权带薪年假员工旅游免费班车餐补通讯补贴交通补助节日福利住房补贴,11,20K,ETL开发工程师（光大网贷）,北京,"1、本科及以上学历-要求能够提供毕业学位证书，且学信网可查；2、具备扎实的Java编程基础，有较强的代码质量控制意识和良好技术、业务文档能力；3、熟悉ORACLE，熟悉SQL语言,了解数据库体系结构及性能调优4、熟悉SuSE/Redhat/CentOS等主流Linux操作系统和Unix操作系统；5、对技术有强烈的兴趣，喜欢钻研，具有良好的学习能力；6、具有独立分析问题和解决问题的能力，富有责任心、严格遵守职业操守，具备良好的沟通和团队合作能力。"
本科,1-3年,五险一金补充医疗保险定期体检年终奖带薪年假餐补通讯补贴节日福利五险一金补充医疗保险定期体检年终奖带薪年假餐补通讯补贴节日福利,9,11K,ETL开发工程师,北京,1.了解银行业务，熟悉银行IT系统2.了解银行数据流转，了解ods，数仓常见的数据模型;3.熟悉linux，熟悉shell脚本，掌握kettle应用具备良好的抗压能力，接受出差，能够独立与客户沟通，编写各种文档
本科,3-5年,五险一金补充医疗保险定期体检加班补助年终奖带薪年假员工旅游免费班车餐补节日福利零食下午茶五险一金补充医疗保险定期体检加班补助年终奖带薪年假员工旅游免费班车餐补节日福利零食下午茶扁平管理互联网金融地铁周边免费零食牛人团队七险一金周末双休,16,30K·14薪,数据仓库工程师(ETL方向),北京,2-4个月1.理解业务，将产品和运营的需求用业务的思维转化落地；2.设计、开发企业级数据仓库平台，包括数仓模型设计、ETL开发；3.基于数据仓库构建用户、业务核心标签，建立分析模型，包含但不限于用户分层、画像挖掘、特征分析、业务评分，为策略、运营提供数据支撑;4.协助数据产品经理对BI产品进行数据开发、推进和优化；5.推动数据价值的发掘和应用。1.数学、统计学、计算机相关专业者优先，本科以上学历，2年以上相关工作经验，有较强的逻辑思维能力；2.精通hive、sparksql技术体系，能够独立完成高质量ETL开发，熟悉python语言、hadoop生态技术；3.熟悉常用的数据仓库建模方法和OLAP，能够独立完成数据模型设计、开发；了解用户行为数据埋点、采集；4.对数据敏感，善于数据总结并应用于数据仓库建设的优化中；5.有较强的自驱意识、自主创新能力；熟悉常用数据分析方法优先。事业部属于新浪金服下的业务线，主要做消费分期和理财业务，现有的研发团队有70多人，核心人员均来自BAT各大公司平台，节奏快，收获多，组内分享，技术为导向。
本科,5-10年,五险一金定期体检五险一金定期体检,12,17K,ETL中级开发工程师（驻北京现场）,北京,"一、岗位职责：1、参与行内业务系统的ETL数据设计和开发2、负责业务系统数据的对接调研和分析；3、负责ETL日常运维；4、上级交办的其它工作。二、任职要求1、本科及以上学历毕业4年以上,有2-3年数据仓库ETL开发背景，有银行项目背景经验者优先；2、熟练掌握Linux环境，熟悉Hive，shell；3、具备较强的SQL编写能力；4、熟悉数据仓库相关知识，ODS层，EDW层，集市层等优先；5、具有一定需求分析和方案设计能力以及一定的文档编写能力，具有良好的沟通能力，以及较强的逻辑思维能力。上班地址：北京市朝阳区平房青年路7号达美中心广场T3楼10层 地铁6号线青年路站，青年路北站上车499路 ??(或 468路 运通111线 )3站后姚家园南站下车。"
本科,3-5年,领导nice移动互联网免费零食美女如云年度旅游带薪年假扁平管理地铁周边领导nice移动互联网免费零食美女如云年度旅游带薪年假扁平管理地铁周边领导nice移动互联网免费零食美女如云年度旅游带薪年假扁平管理地铁周边,12,20K,高级ETL开发工程师,北京,负责数据仓库、数据集市的数据模型设计。参与数据仓库ETL规则设计和开发。参与数据仓库需求调研和需求分析。有本科或以上学历，有3～5年大型数据仓库架构设计、模型设计、ETL设计的相关开发经验。对数据敏感，有极强的业务理解分析能力及发现关键问题的能力。熟悉数据仓库各类模型建模理论，了解数据仓库数据分层架构，精通3NF和多维数据模型设计。精通PostgreSQL，Oracle，DB2当中的任一一门数据库研发调优知识。有Hadoop、Hive、HBase相关开发经验者优先。有统计学基础的体育狂热者优先。北京晓数聚传媒科技有限公司，由新奥特投资组建，致力于呈现体育新魅力，挖掘赛事新价值，传播体育新文化。晓数聚将传媒科技、大数据、人工智能、物联网等新一代信息技术服务于体育行业，构建基于人工智能的超赛体育平台，服务与体育媒体机构、体育赛事机构、体育彩票机构、体育商业机构以及体育爱好者。
本科,1-3年,五险一金补充医疗保险定期体检加班补助年终奖带薪年假员工旅游餐补通讯补贴交通补助节日福利住房补贴五险一金补充医疗保险定期体检加班补助年终奖带薪年假员工旅游餐补通讯补贴交通补助节日福利住房补贴美女如云公司氛围好带薪年假地铁周边领导nice,5,10K,etl研发工程师,北京,基本条件：1、计算机或相关专业本科及以上学历，2年以上研发经验；2、具备较好的沟通能力、适应能力和理解能力；3、勤奋敬业、主动性和责任心强；1. 计算机相关专业，精通C++开发语言，熟悉linux操作系统；2、至少熟练使用shell、python、perl等脚本语言之一；3、了解数据仓库和数据挖掘技术，熟悉分布式数据处理平台如Hadoop、HIVE；4、较好的沟通理解能力，性格乐观，态度踏实，积极上进。1.负责ETL产品的研发维护2.负责数据仓库ETL作业流设计、配置和运维东信北邮主要致力于移动通信及移动互联网软件的研究、开发、集成及工程服务，为电信运营商和行业客户解决方案现已成为国内电信业务市场的主要系统提供商之一，在电信核心领域，东信北邮的移动智能网产品占据了国内1/3的市场份额，市场占有率排名第二。
大专,1-3年,带薪年假免费零食年终分红扁平管理移动互联网领导nice公司氛围好带薪年假免费零食年终分红扁平管理移动互联网领导nice公司氛围好带薪年假免费零食年终分红扁平管理移动互联网领导nice公司氛围好,13,26K,数据开发工程师（ETL工程师）,北京,1、根据公司产品需求，设计、开发、编程、维护和优化数据库表结构和SQL优化；2、数据库故障分析，总结，数据库培训，技术指导，负责数据库技术规范建设；3、负责数据接口的开发以及数据预处理的开发；4、搭建维护ETL调度平台；1、本科及以上学历，计算机相关专业，有数据开发相关经验，3年以上数据库开发经验优先；2、熟悉Oracle、MySQL等主流数据库，有Greenplum、PostgreSQL经验优先；3、熟悉SQL语法及常见SQL优化手段，具备编写函数、存储过程等数据库开发经验；4、了解数据仓库基本理念，熟练运用ETL开发工具及数据传输工具，如：Kettle、GoldenGate等；5、熟悉linux系统操作常用命令，能阅读编写简单shell脚本（熟悉python或者java者优先）；6、良好的沟通能力和独立工作能力，积极主动及良好的团队合作意识与责任心；北京中数智汇科技股份有限公司是一家专注于大数据的征信服务公司。愿景成为中国企业诚信体系建设的领先数据服务提供商。公司利用特有的数据资源，结合数据分析挖掘的手段，向全国多家银行提供信息服务，包括工农中建交五大银行、招商银行、民生银行、光大银行、兴业银行、平安银行、百度、阿里巴巴等。
本科,5-10年,五险一金补充医疗保险定期体检加班补助年终奖股票期权带薪年假员工旅游免费班车餐补通讯补贴交通补助节日福利住房补贴五险一金补充医疗保险定期体检加班补助年终奖股票期权带薪年假员工旅游免费班车餐补通讯补贴交通补助节日福利住房补贴,13,18K,ETL开发工程师,北京,1、 全日制大学本科及以上相关专业毕业或同等学历，4年以上工作经验，3年以上金融行业相关经验；2、 熟练掌握主流数据库的使用，如：DB2、Mysql、Oracle等，有一定的SQL优化经验；3、 熟悉Linux、Unix操作系统及常用命令，熟练使用Shell脚本进行编程；4、 良好的沟通技能，清晰的逻辑思维能力；5、 工作认真仔细，积极主动，具备较强的自主学习、自我总结能力，有较强的抗压能力。
学历不限,3-5年,,13,26K,ETL工程师,北京,"1、从事数据仓库或挖掘领域至少2年以上，熟悉数据仓库模型设计与ETL开发经验，掌握维度建模设计方法，具备海量数据处理经验2、熟悉datastage/kettle等类似ETL工具，能高效的与技术团队进行沟通3、熟悉PostgreSQL,Greenplum或者其他mpp架构数据库中的其中一种数据库，或者熟悉其他NOSQL数据库4、熟悉oracle/mysql，精通存储过程开发5、良好的数据敏感性，良好的自我驱动能力6、专科及以上学历"
本科,3-5年,五险一金补充医疗保险定期体检加班补助年终奖带薪年假节日福利零食下午茶五险一金补充医疗保险定期体检加班补助年终奖带薪年假节日福利零食下午茶领导nice移动互联网公司氛围好,10,20K,etl开发工程师,北京,1、有数据仓库项目开发经验；2、熟悉ETL算法；3、至少熟悉一种脚本语言（perl、shell）；4、熟悉ETL工具；5、熟练使用SQL；6、熟悉linux操作系统；
本科,1年以内,,6,12K,ETL工程师,北京,工作内容：根据项目需求，完成数据抽取工作。技能要求：熟练使用sql语句，熟悉oracle数据库，懂得BI的优先
本科,3-5年,五险一金补充医疗保险定期体检年终奖股票期权带薪年假员工旅游节日福利零食下午茶五险一金补充医疗保险定期体检年终奖股票期权带薪年假员工旅游节日福利零食下午茶带薪年假扁平管理领导nice免费零食公司氛围好,15,25K,ETL开发工程师,北京,"参与设计、研发大数据处理平台；帮助平台用户快速构建基于大数据的数据产品和应用，将大数据快速转变成商业价值；从事大数据的并行计算、实时流计算的研究和开发；从事大数据数据挖掘、数据分析的研究和开发；负责大数据平台集群的审核、部署、发布、监控、维护和优化。负责大数据系统的性能分析与系统优化，不断提高系统运行效率。熟悉Linux或Unix系统，3年以上大规模集群的运维经验，熟悉ganglia等监控和管理工具；熟悉Hadoop平台及主要子项目，有一年以上Hadoop平台mapreduce的开发经验；熟悉shell,python、java、C/C++至少一种；对Hadoop、HBase、Storm、Zookeeper、impala、spark presto之一有深入理解并在现实项目中大规模应用；熟悉MongoDB、Redis、Memcache 其一，对pig,hive,spooq,flume,scribe有研发经验者优先；具备快速学习掌握新知识的能力，优秀的分析、解决问题能力，具备良好的抽象归纳能力和创新能力。易观是中国领先的大数据公司，始终追求客户成功的经营宗旨。易观的数据平台是易观方舟，产品家族包括易观千帆、易观万像以及行业解决方案。截止2018年9月30日，易观覆盖23.6亿智能终端以及5.93亿用户。"
本科,经验不限,五险一金定期体检年终奖带薪年假员工旅游餐补通讯补贴交通补助节日福利五险一金定期体检年终奖带薪年假员工旅游餐补通讯补贴交通补助节日福利不打卡带薪年假领导nice公司氛围好互联网金融,8,16K,ETL工程师,北京,1、从事保险公司数据平台中的ETL、数据分析、数据处理等相关功能开发；2、负责所属模块的的需求分析、详细设计、代码开发、测试以及文档编写等相关工作；4、带领开发小组完成工作计划，负责组内技术攻坚、人员培养、项目管理等工作；5、解决项目开发过程中的各类技术问题；1、学信网可查，2016年前毕业，本科学历，1-5年数据开发（BI、数仓、数据挖掘等）经验；2、掌握常见关系型数据库Oracle、MySQL，了解分布式数据库如HDFS、阿里ODPS等数据库开发技能；3、全面熟知数据仓库设计理念、设计方法，熟练掌握Informatica、Kettle、DataStage、Automation等至少一种ETL工具；4、熟练掌握MSTR、Cognos、Qlikview、BO等至少一种报表工具。5、熟悉Linux系统环境开发，掌握shell、perl、python等至少一种开发语言。6、工作认真负责、积极主动；7、良好的沟通能力及团队合作精神；
本科,3-5年,电子商务公司氛围好移动互联网地铁周边领导nice美女如云带薪年假电子商务公司氛围好移动互联网地铁周边领导nice美女如云带薪年假电子商务公司氛围好移动互联网地铁周边领导nice美女如云带薪年假,18,30K,高级ETL工程师,北京,工作职责：1、深入理解公司数据业务，负责公司大数据平台项目的ETL设计、实现以及优化。2、整体考虑ETL的性能、存储、调度，关键问题解决、团队技术分享与引导和前瞻性技术研究；3、参与数据仓库数据模型设计，进行数据质量量监测、校验和提升；1、计算机相关专业统招专科以上学历，?自驱，很强的责任心和协调能力、团队合作能力，对技术有浓厚兴趣并深?钻研2、精通SQL语句，对SQL查询优化有丰富的经验，精通MYSQL优先；3年以上ETL数据开发经验。3、熟练掌握一种以上分布式数据库，?比如Mogondb、TIDB、Cassandra、HBase。4、熟练掌握dw实施方法论和常规etl构架，有整体etl开发经验，深刻理解元数据管理；5、熟练掌握Java编程，3年以上Java高并发分布式系统设计、开发、调优、运维经验。具有很强的编码能力，JAVA基础扎实，掌握io、多线程、集合等基础框架，理解JVM基本原理及常见调优手段。6、熟练掌握SpringCloud/Redis/ElasticSearch/MQ/Nginx等常见开源框架、理解内部机理。7、熟练掌握SSIS、Kettle、Informatica等至少一种ETL工具的使用；8、对数字、数据敏感，熟悉数据分析与数据挖掘理论、方法，具备专业的业务研究、分析能?
本科,3-5年,五险一金补充医疗保险定期体检带薪年假员工旅游餐补通讯补贴交通补助节日福利五险一金补充医疗保险定期体检带薪年假员工旅游餐补通讯补贴交通补助节日福利美女如云地铁周边领导nice公司氛围好,15,25K,etl工程师,北京,"""1、熟练的SQL编写能力、基本的SQL优化知识2、掌握基本的LINUX命令3、熟练掌握ETL作业配置并能使用调度工具进行日常运维工作4、能独立完成安排的开发任务具备良好的沟通能力，表达能力，团队协作力以及责任心"
本科,3-5年,五险一金定期体检年终奖带薪年假员工旅游餐补通讯补贴节日福利零食下午茶五险一金定期体检年终奖带薪年假员工旅游餐补通讯补贴节日福利零食下午茶,10,20K,ETL工程师,北京,1、负责ETL程序开发；2、负责参与制定ETL开发规范并执行；3、负责按照业务需求，参与数据清洗规则，并使用ETL工具实现；4、负责参与ETL过程中的SQL优化；5、负责处理ETL任务中的各种异常和技术问题的解决。1、本科或以上学历，具有ETL三年以上的工作经验。2、熟练使用ETL工具DataStage、Informatic、Kettle中的至少一种。3、熟悉AIX /UNIX/LINUX操作系统的使用，熟悉shell编程。4、熟悉常用数据库（oracle、DB2等）5、具有良好的SQL基础，熟悉存储过程。6、为人诚信，思维严谨，工作主动，能承受一定的工作压力。7、工作勤奋，责任心强，有良好的质量意识，具有良好的沟通能力和团队合作意识。8、有银行或财务公司工作经验优先。
