name,place,education,expersion,highSalary,lowSalary,fuli,yaoqiu
数据仓库工程师　,北京,本科,经验不限,20,40K,五险一金定期体检带薪年假免费班车餐补节日福利零食下午茶五险一金定期体检带薪年假免费班车餐补节日福利零食下午茶公司氛围好移动互联网云计算,—负责企业级仓库建设、数据挖掘方向特征工程—负责ETL系统、数据仓库存储与计算体系建设—负责企业大财务方向、人力资源方向数据分析模型建设1、从事数据仓库或大数据领域相关开发2年及以上；2、熟悉HDFS/Hive/Hbase/Spark等Hadoop生态技术；3、熟悉scala、python、sql/plsql开发中的一种或多种；4、有数据采集、大数据处理、数据仓库建模、ETL系统设计等相关开发或优化经验；5、熟悉BI系统，有OLAP开发或数据分析相关经验者优先；6、熟悉Oralce体系，有Oracle相关优化经验、了解Oracle exadata优先；7、务实自驱、热爱数据、喜欢钻研、有良好的沟通与团队协作能力；
数据仓库工程师,北京,本科,5-10年,30,60K,五险一金员工旅游零食下午茶五险一金员工旅游零食下午茶互联网金融扁平管理领导nice,"1、本科及以上学历，计算机、通信等相关专业；2、具有数据仓库的基本概念，了解相关的技术体系;3、有扎实的编程能力, 熟悉sql，python，hadoop, hive，spark等；4、对数据敏感，善于从数据中发现疑点；5、有大数据处理经验者优先；"
数据仓库,北京,本科,5-10年,15,25K,五险一金补充医疗保险定期体检全勤奖年终奖股票期权带薪年假免费班车餐补节日福利住房补贴五险一金补充医疗保险定期体检全勤奖年终奖股票期权带薪年假免费班车餐补节日福利住房补贴,"1、基于互联网行业特点构建风控数据集市架构,建设风控数据共享平台；2、对海量数据处理的相关需求进行评估及方案设计；3、负责数据产品如用户画像、地址画像等模型设计；4、了解行业前沿大数据处理方法；5、对风控数据集市有独到见解。"
高级数据仓库工程师,北京,本科,5-10年,27,50K,五险一金补充医疗保险定期体检带薪年假免费班车餐补通讯补贴交通补助节日福利住房补贴零食下午茶六险一金五险一金补充医疗保险定期体检带薪年假免费班车餐补通讯补贴交通补助节日福利住房补贴零食下午茶六险一金免费零食年度旅游美女如云扁平管理领导nice公司氛围好,"高级数据仓库工程师1、负责数据模型体系构建及数据主题设计和开发，数据仓库的搭建；2、负责数据集市架构设计、建模以及ETL开发，构建可扩展的数据仓库以及数据分析解决方案；3、负责数据集市需求调研和需求分析；4、完成业务模型抽象、项目数据梳理，设计数据模型，提供统计、分析服务。1、5年以上数据仓库开发经验，本科以上学历；2、深入理解DW，BI相关的知识，包括：ETL、数据仓库、OLAP、多维数据模型等；3、熟悉数据仓库建模理论，以及数据仓库数据层级关系，精通多维数据模型设计，具备大型数据仓库架构设计、模型设计和处理性能调优等相关经验；4、精通Hadoop大数据生态圈，熟悉Hadoop各组件的原理，掌握但不限于大数据相关组件(Yarn,HDFS,Kafka,Sqoop,Kylin,HBase,Spark,Hive,Zookeeper等);5、精通SQL，能够熟练使用HiveQL和Spark SQL进行数据开发，熟悉Hive数据模型优化；?6、掌握shell、python或者JAVA至少一种语言,编码能力优秀;7、具有良好的团队协作精神和沟通能力，较强的逻辑思维，学习能力和解决问题的能力，可承担较大的工作压力。"
高级数据仓库研发工程师,北京,硕士,3-5年,25,35K·15薪,五险一金补充医疗保险定期体检年终奖股票期权带薪年假员工旅游餐补包吃节日福利公积金高五险一金补充医疗保险定期体检年终奖股票期权带薪年假员工旅游餐补包吃节日福利公积金高,高级数据仓库工程师1.负责数据仓库的建设，面向公司各项业务，负责数据模型、数据仓库的设计、实现、维护；2.设计埋点方案，进行任务性能优化和任务监控系统；1.计算机相关专业本科以上学历；2.精通java或者Scala，至少2年以上的编码经验；3.熟练使用Hadoop、Spark、Hive，并理解其原理；对新技术有探索欲望；4.熟悉各类数据仓库使用，精通SQL ；5.思维灵活，有毅力；具有团队精神与敬业精神，学习钻研能力强，有上进心，具有良好的协调沟通能力
BI数据仓库工程师,北京,本科,5-10年,18,35K,补充医疗保险定期体检年终奖带薪年假员工旅游餐补通讯补贴交通补助节日福利住房补贴零食下午茶补充医疗保险补充医疗保险定期体检年终奖带薪年假员工旅游餐补通讯补贴交通补助节日福利住房补贴零食下午茶补充医疗保险,BI/数据仓库工程师1.理解业务，基于大数据平台，建设和维护企业级数据仓库，并不断优化；2.参与企业数据公共层建设，从工具和效果上实现敏捷智能的目标；3.深入了解业务，从数据层面发现业务和系统方面的问题，并支持解决；1、统招本科以上学历，3年以上数仓或者BI领域专业经验2、熟悉数据仓库建设的流程及方法论、理解维度建模，有实际的模型设计经验及ETL相关开发经验。3、熟悉二种以上开源或商业的BI工具，有报表及可视化开发经验；4、精通SQL，熟悉二种以上的数据库产品；5、有Hive及Spark等大数据组件的使用经验。6、踏实认真，有良好的团队协作能力，乐于沟通交流和分享。
数据仓库高级工程师,北京,本科,5-10年,25,50K,五险一金年终奖股票期权带薪年假通讯补贴交通补助节日福利五险一金年终奖股票期权带薪年假通讯补贴交通补助节日福利领导nice互联网金融公司氛围好带薪年假专业培训移动互联网节假日福利美女如云,数据仓库高级工程师1.  负责数据仓库基础平台的建设、设计、优化和落地；2.  负责数据仓库ETL流程的优化及解决ETL相关的技术问题和主题数据开发；3.  理解并合理抽象不同业务需求，做较通用和系统性的数据模型设计开发；1.  至少2年企业级数据仓库建设经验，熟悉数据仓库建模理论和方法；2.  精通Java或Python，熟悉Linux开发环境3.  有ETL开发经验，熟悉Hadoop/Hive/Spark/Storm/Kylin等大数据技术；4.  具备较强的数据分析能力、逻辑思维能力、执行能力；目前规模1800+ 稳定快速上升发展期，IDG、高瓴领投核心成员：均毕业于清华、北大、南开等知名高校，曾在阿里、百度、美团、滴滴等知名企业CEO-杨俊：清华大学硕士学位；人人网、饭否网联合创始人，美团第一批联合创始人薪酬福利：提供具有市场竞争力的薪水、背景深厚的技术团队、年终奖等
数据仓库,北京,本科,1年以内,20,35K,五险一金定期体检年终奖股票期权带薪年假节日福利保险五险一金定期体检年终奖股票期权带薪年假节日福利保险,1. 负责广告中台的核心数据仓库和集市建设，数据ETL的设计、开发与性能优化，负责业务需求的需求理解、数据探查和分析2. 负责大数据平台的仓库模型设计，数据模型建模3. 建立实时和离线大数据处理流程，整合算法模型进行数据处理1. 熟悉hive/hadoop等分布式计算技术，熟悉其运行机制和体系结构，有MR作业编写经验优化。2. 灵活运用SQL实现海量数据ETL加工处理 ，有较好的SQL性能调优经验3. 思路清晰，对数据敏感，有良好的沟通表达能力和跨团队协作能力4. 有一定的数据分析和挖掘能力，能从海量数据提炼核心结果，及时发现和分析其中隐含的变化和问题，有数据分析、挖掘、清洗、建模和BI分析的经验优先。5. 熟悉数据仓库领域知识和技能者优先，包括但不局限于：数据集市设计、元数据管理、数据质量、主数据管理
数据仓库,北京,本科,3-5年,15,30K,五险一金定期体检年终奖带薪年假餐补通讯补贴节日福利五险一金定期体检年终奖带薪年假餐补通讯补贴节日福利,工作职责：1、主导大数据平台的设计与开发，解决海量数据面临的挑战；2、管理、优化并维护Hadoop、Spark、Storm、Hbase等集群，保证集群规模持续、稳定；3、负责HDFS/Hive/HBase/Storm的功能、性能和扩展，解决并实现业务需求；4、协助建立数据模型，对数据进行挖掘、优化及统计。1、本科及以上学历，2年以上java web或java后端开发经验，外加2年及以上大数据平台开发经验；2、熟悉并理解Hadoop/HBase/Spark/Storm/Hive/Zookeeper/Azkaban/Oozie/Hue等大数据开源框架，熟悉数据挖掘策略与算法；3、熟悉微服务架构和实现技术，熟练掌握spring boot、spring cloud等框架。精通主流开源应用架构和技术，如spring、mybatis、struts2、dubbo等4、熟悉分布式系统设计范型，有大规模系统设计和工程实现的经验；5、熟悉消息队列ActiveMQ、RabbitMQ、Kafka等；熟悉Redis、Memcached等缓存技术；熟悉MongoDB、Hbase等Nosql技术;6、熟悉MySQL等关系型数据库以及数据库调优、SQL优化；7、数据控，善于发现问题、解决问题，对新兴技术有好奇心，有利用技术解决实际问题的热情，开源社区积极参与者优先。
数据仓库工程师(ETL方向),北京,本科,3-5年,16,30K·14薪,五险一金补充医疗保险定期体检加班补助年终奖带薪年假员工旅游免费班车餐补节日福利零食下午茶五险一金补充医疗保险定期体检加班补助年终奖带薪年假员工旅游免费班车餐补节日福利零食下午茶扁平管理互联网金融地铁周边免费零食牛人团队七险一金周末双休,2-4个月1.理解业务，将产品和运营的需求用业务的思维转化落地；2.设计、开发企业级数据仓库平台，包括数仓模型设计、ETL开发；3.基于数据仓库构建用户、业务核心标签，建立分析模型，包含但不限于用户分层、画像挖掘、特征分析、业务评分，为策略、运营提供数据支撑;4.协助数据产品经理对BI产品进行数据开发、推进和优化；5.推动数据价值的发掘和应用。1.数学、统计学、计算机相关专业者优先，本科以上学历，2年以上相关工作经验，有较强的逻辑思维能力；2.精通hive、sparksql技术体系，能够独立完成高质量ETL开发，熟悉python语言、hadoop生态技术；3.熟悉常用的数据仓库建模方法和OLAP，能够独立完成数据模型设计、开发；了解用户行为数据埋点、采集；4.对数据敏感，善于数据总结并应用于数据仓库建设的优化中；5.有较强的自驱意识、自主创新能力；熟悉常用数据分析方法优先。事业部属于新浪金服下的业务线，主要做消费分期和理财业务，现有的研发团队有70多人，核心人员均来自BAT各大公司平台，节奏快，收获多，组内分享，技术为导向。
